"STASLIST","LOC","STA","STA2","STATION","NAME","LHOLD","HOLDCERT","NEARTOWN","COUNTY","STATE","REGION","LATITUDE","LONGITUDE","PRECISION","SOURCE","DATUM","DECLAT","DECLNG","NAD83","ELEV","STRATUM","BCR","HABITAT","D89","D90","D91","D92","D93","D94","D95","D96","D97","D98","D99","D00","D01","D02","D03","D04","D05","D06","Y07","D07","Y08","D08","Y09","D09","Y10","D10","Y11","D11","Y12","D12","Y13","D13","Y14","D14","Y15","D15","Y16","D16","Y17","D17","Y18","D18","HISTORY","YRSOP"
"13439 - EKWS - BART - Rea Cabin & Property","EKWS",13439,"13439U","BART","Rea Cabin & Property","P","+","Casper","Natrona","WY","3","42 43 42","-106 22 18","01S","Web - Google E","NAD83",42.72833,-106.37167,"x",7780,39,16,"lodgepole & ponderosa pine dominated rdg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","17-",6
"14401 - DWA- - DWA1 - Driftwood 1","DWA-",14401,"14401S","DWA1","Driftwood 1","P","+","Driftwood","Hays","TX","4","30 08 40","-098 02 20","10S","-","-",30.14444,-98.03889,"-",305,53,20,"oak-juniper","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89-00",12
"14403 - RSCO - RSCO - Rogers State College","RSCO",14403,"14403U","RSCO","Rogers State College","P",,"Claremore","Rogers","OK","4","36 19 20","-095 38 10","10S","-","-",36.32222,-95.63611,"-",160,33,22,"oak-hickory forest/savanna",,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-96",5
"14404 - DWA3 - DWA3 - Mansfield Dam","DWA3",14404,"14404U","DWA3","Mansfield Dam","P","+","Lakeway","Travis","TX","4","30 23 00","-097 55 00","01M","-","-",30.38333,-97.91667,"-",213,53,20,"ashe juniper/oak woodland",,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-96",5
"14405 - SARC - NC01 - Nature Conservancy 1","SARC",14405,"14405U","NC01","Nature Conservancy 1","P",,"Pearsonia","Osage","OK","4","36 48 00","-096 24 40","10S","-","-",36.8,-96.41111,"-",290,33,22,"tallgrass prairie/cross timbers",,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-96",5
"14406 - SARC - NC02 - Nature Conservancy 2","SARC",14406,"14406U","NC02","Nature Conservancy 2","P",,"Pearsonia","Osage","OK","4","36 50 00","-096 26 40","10S","-","-",36.83333,-96.44444,"-",290,33,22,"tallgrass prairie/riparian",,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-96",5
"14407 - SARC - NC03 - Nature Conservancy 3","SARC",14407,"14407U","NC03","Nature Conservancy 3","P",,"Pearsonia","Osage","OK","4","36 51 20","-096 25 30","10S","-","-",36.85556,-96.425,"-",290,33,22,"tallgrass prairie/cross timbers",,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-96",5
"14408 - SARC - NC04 - Nature Conservancy 4","SARC",14408,"14408S","NC04","Nature Conservancy 4","P",,"Pearsonia","Osage","OK","4","36 51 40","-096 22 40","10S","-","-",36.86111,-96.37778,"-",290,33,22,"tallgrass prairie/cross timbers",,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-96",5
"14409 - SARC - NC05 - Nature Conservancy 5","SARC",14409,"14408S","NC05","Nature Conservancy 5","P",,"Pearsonia","Osage","OK","4","36 51 40","-096 22 40","10S","-","-",36.86111,-96.37778,"-",290,33,22,"tallgrass prairie/cross timbers",,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-96",5
"14410 - SARC - JD06 - JD06","SARC",14410,"14410U","JD06","JD06","P","?","Foraker","Osage","OK","4","36 51 30","-096 32 00","10S","-","-",36.85833,-96.53333,"-",270,33,22,"riparian/wheat field",,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92",1
"14411 - SARC - RBEA - Red Bird Ranch East","SARC",14411,"14411S","RBEA","Red Bird Ranch East","P","?","Oglesby","Washington","OK","4","36 40 50","-095 52 10","10S","-","-",36.68056,-95.86944,"-",230,33,22,"grazed tallgrass prair./riparian",,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-96",5
"14412 - SARC - RBWE - Red Bird Ranch West","SARC",14412,"14411S","RBWE","Red Bird Ranch West","P","?","Oglesby","Washington","OK","4","36 41 00","-095 52 40","10S","-","-",36.68333,-95.87778,"-",230,33,22,"grazed tallgrass prair./riparian",,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-96",5
"14413 - SARC - ADNO - Adams North","SARC",14413,"14413U","ADNO","Adams North","P","?","Ochelata","Osage","OK","4","36 35 10","-096 01 00","10S","-","-",36.58611,-96.01667,"-",240,33,21,"tallgrass prair/ponds/persimmons",,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-96",5
"14414 - SARC - ADMI - Adams Middle","SARC",14414,"14414U","ADMI","Adams Middle","P","?","Ochelata","Osage","OK","4","36 33 30","-096 00 50","10S","-","-",36.55833,-96.01389,"-",240,33,21,"tallgrass prairie/pond/woodland",,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-96",5
"14415 - SARC - ADSO - Adams South","SARC",14415,"14415U","ADSO","Adams South","P","?","Wolco","Osage","OK","4","36 32 50","-096 02 30","10S","-","-",36.54722,-96.04167,"-",240,33,21,"tallgrass prairie/decid. scrub",,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-96",5
"14416 - SARC - HUGH - Hughes Ranch","SARC",14416,"14416U","HUGH","Hughes Ranch","P","?","Ochelata","Osage","OK","4","36 39 30","-096 02 20","10S","-","-",36.65833,-96.03889,"-",240,33,21,"tallgrass prair./decid. scrub",,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-96",5
"14417 - DWA- - DWA2 - Driftwood 2","DWA-",14417,"14401S","DWA2","Driftwood 2","P","+","Driftwood","Hays","TX","4","30 08 40","-098 02 20","10S","-","-",30.14444,-98.03889,"-",305,53,20,"oak-juniper woodland/grassland",,,,"X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-00",9
"14418 - NSU- - NSU- - Northeastern","NSU-",14418,"14418U","NSU-","Northeastern","S","+","Okay","Wagoner","OK","4","35 54 10","-095 19 20","10S","-","-",35.90278,-95.32222,"-",180,33,22,"scrub/riparian wdlnd./littoral",,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92",1
"14419 - TENS - UT1- - UT1","TENS",14419,"14419S","UT1-","UT1","IW","+","Waverly","Madison","LA","4","32 21 04","-091 20 53","01S","Web - Google E","NAD83",32.35111,-91.34806,"x",22,5,26,"bottomland hardwood forest",,,,,"X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93-01",9
"14420 - TENS - TRT1 - TRT 1","TENS",14420,"14419S","TRT1","TRT 1","IW","+","Waverly","Madison","LA","4","32 20 50","-091 20 46","01S","Web - Google E","NAD83",32.34722,-91.34611,"x",22,5,26,"bottomland hardwood forest",,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,"93-06",14
"14421 - FTGI - FTGI - Fort Gibson","FTGI",14421,"14421U","FTGI","Fort Gibson","S","+","Okay","Wagoner","OK","4","35 53 30","-095 18 40","10S","-","-",35.89167,-95.31111,"-",183,33,22,"forest edge/shrub",,,,,"X","X","X","X","X","X","X","X","X","X","X","X",,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,"93-04,06-08",15
"14422 - LEON - BIPI - Big Piney","LEON",14422,"14422U","BIPI","Big Piney","DA","+","Devils Elbow","Pulaski","MO","4","37 44 15","-092 02 42","01S","GPS -GPSMAP 76","NAD83",37.7375,-92.045,"x",235,19,24,"bottomland riparian forest",,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,"93-10",18
"14423 - LEON - LABO - Laughlin Bottoms","LEON",14423,"14423U","LABO","Laughlin Bottoms","DA","+","St. Robert","Pulaski","MO","4","37 46 41","-092 10 33","01S","GPS -GPSMAP 76","NAD83",37.77806,-92.17583,"x",300,19,24,"deciduous floodplain/oldfield",,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,"93-10",18
"14424 - LEON - MIPO - Miller Pond","LEON",14424,"14424S","MIPO","Miller Pond","DA","+","Devils Elbow","Pulaski","MO","4","37 41 44","-092 06 46","10S","GPS -GPSMAP 76","NAD83",37.69556,-92.11278,"x",326,19,24,"pond basin/oldfield/deciduous",,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,"93-10",18
"14425 - LEON - MACE - Macedonia","LEON",14425,"14425U","MACE","Macedonia","DA","+","Nebo","Pulaski","MO","4","37 36 44","-092 14 14","10S","GPS -GPSMAP 76","NAD83",37.61222,-92.23722,"x",360,19,24,"oldfield/cedar breaks/dec. for.",,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,"93-10",18
"14426 - LEON - SMRI - Smith Ridge","LEON",14426,"14426U","SMRI","Smith Ridge","DA","+","St. Robert","Pulaski","MO","4","37 44 17","-092 11 48","01S","-","-",37.73806,-92.19667,"-",320,19,24,"upland deciduous forest",,,,,"X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93-02",10
"14427 - LEON - MIRI - Miller Ridge","LEON",14427,"14427U","MIRI","Miller Ridge","DA","+","Devils Elbow","Pulaski","MO","4","37 43 00","-092 03 30","10S","-","-",37.71667,-92.05833,"-",270,19,24,"upland deciduous forest",,,,,"X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93-02",10
"14428 - RILE - TICR - Timber Creek","RILE",14428,"14428U","TICR","Timber Creek","DA","+","Bala","Riley","KS","4","39 17 28","-096 57 33","01S","-","-",39.29111,-96.95917,"-",369,35,22,"deciduous forest/old field",,,,,"X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93-02",10
"14429 - RILE - KARI - Kansas River","RILE",14429,"14429U","KARI","Kansas River","DA","+","Grandview Plaza","Geary","KS","4","39 03 21","-096 47 27","01S","-","-",39.05583,-96.79083,"-",323,35,22,"bottomland deciduous forest",,,,,"X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93-02",10
"14430 - HOOD - SHOR - Shorthorn","HOOD",14430,"14430U","SHOR","Shorthorn","DA","+","Flat","Coryell","TX","4","31 21 36","-097 39 52","01S","GPS -GPSMAP 76","NAD83",31.36,-97.66444,"x",220,8,21,"mesquite/mixed woodland",,,,,,"X","X","X","X","X","X","X","X","X",,"X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,"94-02,04-08",14
"14431 - HOOD - TAYL - Taylor Field","HOOD",14431,"14431U","TAYL","Taylor Field","DA","+","Nolanville","Bell","TX","4","31 10 44","-097 33 33","01S","GPS -GPSMAP 76","NAD83",31.17889,-97.55917,"x",240,8,20,"oak-juniper woodland",,,,,,"X","X","X","X","X","X","X","X","X",,"X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,"94-02,04-08",14
"14432 - HOOD - DEER - Deer Camp","HOOD",14432,"14432U","DEER","Deer Camp","DA","+","Flat","Coryell","TX","4","31 18 42","-097 40 46","01S","-","-",31.31167,-97.67944,"-",280,8,21,"disturbed oak/juniper woodland",,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94",1
"14433 - HOOD - ENGI - Engineer Lake","HOOD",14433,"14433U","ENGI","Engineer Lake","DA","+","Killeen","Bell","TX","4","31 09 12","-097 39 53","01S","GPS -GPSMAP 76","NAD83",31.15333,-97.66472,"x",280,8,20,"oak-cedar elm woodland",,,,,,"X","X","X","X","X","X","X","X","X",,"X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,"94-02,04-08",14
"14434 - HOOD - VIRE - Vireo","HOOD",14434,"14434U","VIRE","Vireo","DA","+","Harker Heights","Bell","TX","4","31 09 51","-097 38 09","01S","GPS -GPSMAP 76","NAD83",31.16417,-97.63583,"x",280,8,20,"oak-cedar woodland",,,,,,"X","X","X","X","X","X","X","X","X",,"X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,"94-02,04-08",14
"14435 - HOOD - BROO - Brookhaven Mountain","HOOD",14435,"14435U","BROO","Brookhaven Mountain","DA","+","Killeen","Bell","TX","4","31 10 55","-097 37 20","01S","GPS -GPSMAP 76","NAD83",31.18194,-97.62222,"x",275,8,20,"mixed scrub/oak",,,,,,"X","X","X","X","X","X","X","X","X",,"X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,"94-02,04-08",14
"14436 - SWIF - PIPE - Pipeline","SWIF",14436,"14436S","PIPE","Pipeline","DG","+","Bastrop","Bastrop","TX","4","30 17 00","-097 19 42","01S","GPS -GPSMAP 76","NAD83",30.28333,-97.32833,"x",145,8,21,"post oak woodland",,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,"94-09",16
"14437 - SWIF - EALW - East Loop West","SWIF",14437,"14437S","EALW","East Loop West","DG","+","Bastrop","Bastrop","TX","4","30 15 46","-097 16 19","01S","GPS -GPSMAP 76","NAD83",30.26278,-97.27194,"x",149,8,21,"mixed woodland/oldfield",,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,"94-09",16
"14438 - SWIF - EALE - East Loop East","SWIF",14438,"14437S","EALE","East Loop East","DG","+","Bastrop","Bastrop","TX","4","30 15 55","-097 15 48","01S","GPS -GPSMAP 76","NAD83",30.26528,-97.26333,"x",151,8,21,"mixed woodland/oldfield",,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,"94-09",16
"14439 - SWIF - WCLO - Wine Cellar Loop","SWIF",14439,"14436S","WCLO","Wine Cellar Loop","DG","+","Bastrop","Bastrop","TX","4","30 16 27","-097 19 13","01S","GPS -GPSMAP 76","NAD83",30.27417,-97.32028,"x",134,8,21,"oak-cedar woodland/riparian",,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,"94-09",16
"14440 - SWIF - SAJU - Sandy Junction","SWIF",14440,"14440U","SAJU","Sandy Junction","DG","+","Bastrop","Bastrop","TX","4","30 17 09","-097 17 23","01S","GPS -GPSMAP 76","NAD83",30.28583,-97.28972,"x",155,8,21,"post oak woodland",,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,"94-09",16
"14441 - SWIF - MCCR - McLaughlin Creek","SWIF",14441,"14437S","MCCR","McLaughlin Creek","DG","+","Bastrop","Bastrop","TX","4","30 16 14","-097 16 54","01S","-","-",30.27056,-97.28167,"-",137,8,21,"elm bottomland/post oak woodland",,,,,,"X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,"94-03",10
"14442 - BOWI - STON - Stonehouse","BOWI",14442,"14442U","STON","Stonehouse","DG","+","Indian Creek","Brown","TX","4","31 35 41","-098 54 27","01S","GPS -GPSMAP 76","NAD83",31.59472,-98.9075,"x",439,53,21,"oak savanna",,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,"94-09",16
"14443 - BOWI - NIGH - Nighthawk","BOWI",14443,"14443U","NIGH","Nighthawk","DG","+","Indian Creek","Brown","TX","4","31 37 17","-098 57 07","01S","GPS -GPSMAP 76","NAD83",31.62139,-98.95194,"x",473,53,21,"oak woodland",,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,"94-09",16
"14444 - BOWI - MOCK - Mockingbird Lane","BOWI",14444,"14444U","MOCK","Mockingbird Lane","DG","+","Indian Creek","Brown","TX","4","31 36 16","-098 55 25","01S","GPS -GPSMAP 76","NAD83",31.60444,-98.92361,"x",465,53,21,"mixed scrub/oak",,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,"94-09",16
"14445 - BOWI - BEDR - Bedrock","BOWI",14445,"14445U","BEDR","Bedrock","DG","+","Brownwood","Brown","TX","4","31 38 30","-098 56 11","01S","GPS -GPSMAP 76","NAD83",31.64167,-98.93639,"x",435,53,21,"oak woodland/mesquite",,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,"94-09",16
"14446 - BOWI - MESQ - Mesquite","BOWI",14446,"14446U","MESQ","Mesquite","DG","+","Brownwood","Brown","TX","4","31 38 52","-098 54 30","01S","GPS -GPSMAP 76","NAD83",31.64778,-98.90833,"x",393,53,21,"mesquite",,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,"94-09",16
"14447 - BOWI - DEVI - Devil's Hill","BOWI",14447,"14447U","DEVI","Devil's Hill","DG","+","Zephyr","Brown","TX","4","31 37 06","-098 53 39","01S","GPS -GPSMAP 76","NAD83",31.61833,-98.89417,"x",437,53,21,"mixed scrub/oak",,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,"94-09",16
"14448 - LEAV - RADE - Rabbit's Demise","LEAV",14448,"14448U","RADE","Rabbit's Demise","DA","+","Eudora","Johnson","KS","4","38 55 22","-095 02 00","01S","-","-",38.92278,-95.03333,"-",256,33,22,"bottomland deciduous forest",,,,,,"X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94-02",9
"14449 - LEAV - SPHA - Sparrow's Haven","LEAV",14449,"14449U","SPHA","Sparrow's Haven","DA","+","DeSoto","Johnson","KS","4","38 53 20","-094 59 50","10S","-","-",38.88889,-94.99722,"-",274,33,22,"successional forest/old field",,,,,,"X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94-02",9
"14450 - RILE - MYPR - Myersdale Prairie","RILE",14450,"14450U","MYPR","Myersdale Prairie","DA","+","Milford","Riley","KS","4","39 13 34","-096 56 24","01S","-","-",39.22611,-96.94,"-",381,35,22,"grassland",,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,"94-06",13
"14451 - RILE - ESDR - Estes Draw","RILE",14451,"14451U","ESDR","Estes Draw","DA","+","Junction City","Riley","KS","4","39 06 41","-096 49 43","01S","-","-",39.11139,-96.82861,"-",381,35,22,"riparian draw/grassland",,,,,,"X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94-02",9
"14452 - RILE - RIPO - Richardson's Posts","RILE",14452,"14452U","RIPO","Richardson's Posts","DA","+","Milford","Riley","KS","4","39 09 46","-096 48 36","01S","-","-",39.16278,-96.81,"-",396,35,22,"grassland",,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,"94-06",13
"14453 - RILE - RCPR - Rush Creek Prairie","RILE",14453,"14453U","RCPR","Rush Creek Prairie","DA","+","Milford","Geary","KS","4","39 09 30","-096 51 20","10S","-","-",39.15833,-96.85556,"-",381,35,22,"hayed grassland",,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94",1
"14454 - HOOD - TABR - Taylor Branch","HOOD",14454,"14454U","TABR","Taylor Branch","DA","+","Nolanville","Bell","TX","4","31 11 28","-097 34 01","01S","GPS -GPSMAP 76","NAD83",31.19111,-97.56694,"x",210,8,20,"oak-juniper woodland",,,,,,"X","X","X","X","X","X","X","X","X",,"X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,"94-02,04-08",14
"14455 - SARC - RIDL - RIDL","SARC",14455,"14455U","RIDL","RIDL","P","?","Pearsonia","Osage","OK","4","36 44 10","-096 24 10","10S","-","-",36.73611,-96.40278,"-",305,33,22,"tallgrass prairie/scrub-oak",,,,,"X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93-96",4
"14456 - FTSL - GEHI - Geronimo Hill","FTSL",14456,"14456U","GEHI","Geronimo Hill","DA","+","Lawton","Comanche","OK","4","34 41 41","-098 22 15","01S","-","-",34.69472,-98.37083,"-",344,54,19,"riparian woodland/mixed grass prairie",,,,,,"X",,,,,,,,,,"X","X","X","X","X","X","X","X",,"X",,,,,,,,,,"X","X",,,,,,,"94,04-10,15",9
"14457 - SNWR - SATO - Sandtown","SNWR",14457,"14457S","SATO","Sandtown","IW","+","Vian","Sequoyah","OK","4","35 26 18","-095 00 53","01S","GPS","NAD83",35.43833,-95.01472,"x",143,33,25,"deciduous woodlands",,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,"94-06",13
"14458 - HEFO - HEFO - Henning Forest","HEFO",14458,"14458U","HEFO","Henning Forest","P",,"Branson","Taney","MO","4","36 41 00","-093 17 00","01M","-","-",36.68333,-93.28333,"-",274,19,24,"oak-hickory forest/riparian",,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94",1
"14459 - HEMU - HEMU - Heard Museum","HEMU",14459,"14459U","HEMU","Heard Museum","P","+","McKinney","Collin","TX","4","33 09 40","-096 37 10","01S","GPS","NAD83",33.16111,-96.61944,"x",165,8,21,"oldfield",,,,,,"X",,,,"X","X","X","X","X","X","X","X",,"X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,"94,98-05,07-09",12
"14460 - SAWR - RESA - Resaca Trail","SAWR",14460,"14460S","RESA","Resaca Trail","IW","+","Rio Bravo, Tam.","Hidalgo","TX","4","26 03 54","-098 08 56","01S","Web - Google E","NAD83",26.065,-98.14889,"x",32,7,36,"bottomland forest",,,,,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95-99,20",6
"14461 - SAWR - HIGH - Highland Trail","SAWR",14461,"14460S","HIGH","Highland Trail","IW","+","Rio Bravo, Tam.","Hidalgo","TX","4","26 04 22","-098 09 01","01S","Web - Google E","NAD83",26.07278,-98.15028,"x",31,7,36,"upland thorn forest",,,,,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95-99,20",6
"14462 - RILE - TMCR - Three Mile Creek","RILE",14462,"14462U","TMCR","Three Mile Creek","DA","+","Ogden","Riley","KS","4","39 05 42","-096 44 46","01S","-","-",39.095,-96.74611,"-",323,35,22,"deciduous bottomland forest",,,,,,,"X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95-02",8
"14463 - FTPO - POLK - Fort Polk","FTPO",14463,"14463S","POLK","Fort Polk","AF","+","Cravens","Vernon","LA","4","31 01 08","-093 04 17","01S","GPS","NAD83",31.01889,-93.07139,"x",229,4,25,"longleaf pine",,,,,,,"X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95-98",4
"14464 - FTPO - VERN - Vernon","FTPO",14464,"14464U","VERN","Vernon","AF","+","Cravens","Vernon","LA","4","30 59 46","-093 07 53","01S","GPS","NAD83",30.99611,-93.13139,"x",213,4,25,"longleaf pine",,,,,,,"X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95-00",6
"14465 - LSWA - LSWA - Lake Somervell","LSWA",14465,"14465U","LSWA","Lake Somervell","P",,"Dime Box","Lee","TX","4","30 19 40","-096 46 10","10S","-","-",30.32778,-96.76944,"-",81,8,21,"deciduous riparian forest",,,,,,,"X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95-98",4
"14466 - TXPP - LIRI - Peach Point","TXPP",14466,"14466U","LIRI","Peach Point","S",,"Jones Cr.","Brazoria","TX","4","28 59 00","-095 25 00","01M","-","-",28.98333,-95.41667,"-",2,6,37,"live-oak forest",,,,,,,,,"X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97-99",3
"14467 - CUMA - CUMA - Chaparral-Rosindo Laguna","CUMA",14467,"14467U","CUMA","Chaparral-Rosindo Laguna","S","+","Artesia Wells","La Salle","TX","4","28 17 46","-099 23 05","01S","GPS","NAD83",28.29611,-99.38472,"x",131,7,36,"mesquite/prickly pear/mix. brush",,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","97-18,21-",24
"14468 - EDDL - EDDL - Eddleman Farm","EDDL",14468,"14468U","EDDL","Eddleman Farm","P",,"Cape Girardeau","Cape Girardeau","MO","4","37 20 00","-089 20 00","10M","-","-",37.33333,-89.33333,"-",150,19,24,"oak/hickory forest",,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96",1
"14469 - HAMP - HAMP - Hamilton Pool","HAMP",14469,"14469U","HAMP","Hamilton Pool","C",,"Cypress Mill","Travis","TX","4","30 20 40","-098 08 10","10S","-","-",30.34444,-98.13611,"-",230,53,20,"other/meadow",,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97",1
"14470 - JCTX - WBCK - W. Buck","JCTX",14470,"14470U","WBCK","W. Buck","S","+","Junction","Kimble","TX","4","30 26 20","-099 48 20","10S","-","-",30.43889,-99.80556,"-",550,53,20,"deciduous woodland/juniper scrub",,,,,,,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97-01",5
"14471 - MATA - MATA - Matador","MATA",14471,"14471U","MATA","Matador","S","+","Cee Vee","Cottle","TX","4","34 07 10","-100 26 40","10S","-","-",34.11944,-100.44444,"-",549,54,19,"mixed shrubland/mixed grassland",,,,,,,,,,"X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98-01",4
"14472 - AMIS - AMIS - Amistad Rio Grande","AMIS",14472,"14472U","AMIS","Amistad Rio Grande","IP",,"Los Campos","Val Verde","TX","4","29 26 30","-101 03 10","10S","-","-",29.44167,-101.05278,"-",280,7,36,"deciduous woodland",,,,,,,,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98-02",5
"14473 - EASA - EASA - East Sandy","EASA",14473,"14473U","EASA","East Sandy","AF",,"New Waverly","Walker","TX","4","30 34 52","-095 34 07","01S","Web - Google E.","NAD83",30.58111,-95.56861,"x",75,4,25,"deciduous forest/mixed forest",,,,,,,,,,"X","H","H","H",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98-01",4
